Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,5.5
2013,52576,Petrol,Manual,First,13,1493,100,5,4.35
2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,2.25
2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24.5
2010,42021,Diesel,Manual,First,,1968, ,5,5.45
2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,12.03
2011,50000,Petrol,Automatic,Second,11.74,1796,186,5,8.5
2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,28.5
2006,108000,Petrol,Manual,Second,17,1086, ,5,1.2
2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,5.75
2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,3.2
2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,9.89
2012,143017,Diesel,Automatic,First,20,1968,138.1,5,6.58
2018,13102,Petrol,Manual,First,21.1,814,55.2,5,4.06
2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,13.37
2011,57832,Diesel,Automatic,First,16.2,2993,258,5,25.82
2016,34267,Petrol,Manual,First,22.74,796,47.3,5,3.74
2015,33000,Diesel,Automatic,Second,16.8,1984,150,5,22
2007,55100,Petrol,Manual,First,18.9,998,67.1,5,1.45
2008,40000,Petrol,Manual,First,17.7,1497,78,5,2
2017,31841,,Manual,First,,1196,73,5,4.7
2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,3.75
2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,7.7
2012,50243,Petrol,Manual,First,,1086, ,5,3.35
2014,20600,Petrol,Manual,First,21.1,814,55.2,5,2.6
2017,29952,Petrol,Automatic,First,13,1591,121.3,5,13.77
2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,7.1
2008,61938,Petrol,Automatic,Second,12.9,1799,130,5,2.65
2014,67000,Diesel,Manual,First,22.3,1248,74,5,2.5
2013,61672,Diesel,Manual,First,16,2179,140,7,7.53
2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,7.98
2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,39
2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2.25
2010,66000,Petrol,Manual,Second,13.17,1999,114,5,3.85
2015,80883,Diesel,Manual,First,12.8,2494,102,7,13.5
2016,80219,Diesel,Manual,First,27.62,793,47,5,3.5
2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,8.92
2016,86642,Diesel,Automatic,First,15.17,1968,181,5,20.37
2016,19235,Diesel,Automatic,First,21.76,1995,190,5,36.5
2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,48.91
2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,7.2
2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,5.99
2016,51000,Diesel,Manual,First,24.4,1120,71,5,5.25
2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,6.5
2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,4.4
2017,14000,Diesel,Manual,First,24,1120,70,5,4.6
2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,2.95
2011,48466,Petrol,Manual,First,17,1497,118,5,3.26
2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2.22
2012,162663,Diesel,Manual,First,12.99,2494,100,7,10.5
2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,8.26
2013,69000,Diesel,Manual,First,12.55,2982,169,7,14.45
2009,80524,Petrol,Manual,Second,15.3,1596, ,5,2.5
2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,51.43
2014,45000,Diesel,Manual,First,15.8,2148,170,5,23
2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,5.5
2015,27000,Petrol,Manual,First,18.9,1197,82,5,4.5
2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,6.8
2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,8.75
2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,7
2015,24000,Diesel,Automatic,Second,15.68,1999,177,5,33.5
2011,75000,Diesel,Manual,Second,20,1399,68,5,2.25
2008,179000,Diesel,Automatic,Second,12.8,2953,156,7,4.24
2017,47198,Diesel,Manual,First,12.55,2982,168.5,7,28.42
2012,52000,Diesel,Manual,First,22.07,1199,73.9,5,2.75
2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,3
2013,60000,Diesel,Manual,First,23.08,1461,63.1,5,3.55
2013,37873,Diesel,Manual,First,22.32,1582,126.32,5,4.8
2011,31000,Petrol,Automatic,First,10.8,2497,150,5,13.5
2017,129000,Diesel,Automatic,First,11,2987,258,7,56
2004,78000,Petrol,Automatic,First,12,2354,187.4,5,3.99
2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5,15.5
2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2.32
2016,35437,Diesel,Automatic,First,20,2143,136,5,18.58
2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,5.5
2006,72000,Diesel,Manual,Second,18.7,1896,66,5,3.2
2015,79000,Petrol,Manual,First,18,1198,86.7,5,4
2004,29000,Petrol,Manual,First,17.3,993,60,5,1.6
2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,4.15
2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5,4.25
2011,75000,Petrol,Manual,First,18.9,998,67.1,5,2.6
2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,3.43
2012,32717,Petrol,Manual,First,18.6,1199,79.4,5,2.55
2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7,32
2014,79000,Diesel,Manual,First,22.7,1498,89.84,5,6.25
2010,86000,Diesel,Manual,Second,17.8,1248,75,5,3.6
2010,137000,Diesel,Automatic,First,13.5,2987,282,5,18.5
2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7,4.25
2017,8500,Petrol,Manual,Second,18.9,1197,82,5,4.8
2015,34000,Diesel,Automatic,First,16,2179,140,7,13
2012,41629,Petrol,Manual,Second,14.83,1598,105,5,2.25
2009,80227,Petrol,Manual,First,17.92,1086,62.1,5,2.3
2019,8587,Petrol,Manual,First,15.29,1591,121.3,5,13.56
2017,30000,Diesel,Manual,First,15.4,1997,120,7,12.25
2013,64186,Diesel,Manual,First,20.5,1598,103.5,5,3.76
2015,76427,Diesel,Manual,First,19.01,1461,108.45,5,8.58
2011,75000,Diesel,Automatic,First,11.7,2993,245,5,27.5
2013,27075,Petrol,Manual,First,17.6,1496,88.73,5,4.95
2012,30000,Petrol,Manual,First,22.5,998,67.04,5,3.3
2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,8
2014,56000,Petrol,Manual,First,23.1,998,67.04,5,2.79
2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5,45.64
2014,8700,Petrol,Manual,First,18.6,1199,76.8,5,2.55
2014,18000,Petrol,Manual,Second,25.4,624,37.5,4,1
2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5,37.56
2009,80464,Diesel,Automatic,Second,11,2987,198.5,5,9.29
2019,20667,Petrol,Manual,First,22,1197,81.8,5,6.37
2013,60283,Petrol,Manual,First,14.6,1368,112,5,2.98
2017,31696,Petrol,Manual,First,20.4,1197,81.8,5,5.75
2010,100000,Diesel,Manual,First,11.5,2982,171,7,13
2014,13361,Petrol,Manual,First,16.02,1373,93.7,7,6.8
2010,48394,Petrol,Automatic,First,12.05,1995,154,5,10.49
2014,47399,Petrol,Manual,First,16.02,1373,93.7,7,5.6
2010,69000,Petrol,Automatic,Second,16.8,1497,118,5,2.85
2013,65278,Diesel,Manual,First,14.66,2199,194.3,7,8.36
2005,108000,Diesel,Manual,First,17,1405,70,5,1
2010,50645,Petrol,Automatic,Second,10.93,2497,204,5,10.75
2011,130002,Diesel,Manual,First,19.3,1248,73.9,5,3.85
2012,107000,Diesel,Manual,First,17.8,1399,67,5,3
2015,41950,Petrol,Automatic,First,18,1497,117.3,5,9.6
2012,109000,Diesel,Manual,First,13,2982,168.5,7,13.25
2016,9000,Petrol,Manual,First,18,1198,86.7,5,5.75
2014,43900,Diesel,Manual,First,22.54,1396,88.73,5,6.75
2013,64000,Diesel,Manual,Second,18.2,1248,73.8,7,4.85
2019,13190,Petrol,Automatic,First,,1950,181.43,5,38.99
2009,77652,Petrol,Automatic,First,12.6,1586,103.2,5,2.85
2012,55000,Diesel,Manual,First,12.99,2494,100,7,9.51
2012,59900,Diesel,Automatic,Second,18.48,1995,177,5,18.5
2015,73539,Diesel,Manual,First,19.01,1461,108.45,5,6.75
2017,31645,Diesel,Automatic,First,20.68,1995,190,5,29.4
2009,69690,Petrol,Manual,First,17.7,1497,78,5,3.29
2016,41000,Diesel,Manual,First,28.09,1248,88.5,5,9.5
2010,109200,Petrol,Manual,Second,17.5,1298,85.8,5,2.2
2012,80000,Diesel,Manual,First,15.1,2179,140,7,6.5
2007,51000,Petrol,Manual,First,13.5,1799,130,5,4.9
2013,105000,Diesel,Manual,Second,25.47,1248,88.5,7,6.75
2013,179000,Diesel,Manual,First,23.59,1364,67.04,5,3.8
2013,12100,Petrol,Automatic,First,9.9,1984,207.8,,29.5
2017,31000,Diesel,Manual,First,21.13,1498,108.4,5,10.5
2015,50000,Diesel,Manual,First,20.14,1498,88.8,5,6.2
2009,48000,Diesel,Automatic,First,17,1896,105,5,5
2007,35000,Diesel,Manual,First,19.2,1461,65,5,2.3
2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7,17
2014,47000,Diesel,Automatic,First,18.88,1995,184,5,25.5
2015,63642,Diesel,Manual,First,27.3,1498,98.6,5,5.65
2015,62550,Diesel,Manual,First,25.8,1498,98.6,5,5.6
2015,37340,Diesel,Automatic,First,16.36,2179,187.7,5,29.98
2016,38461,Diesel,Manual,First,26.59,1248,74,5,7.39
2018,29000,Diesel,Manual,First,17.1,1956,170,5,19
2010,31000,Petrol,Manual,First,12.5,1794,132,5,5
2011,42086,Petrol,Manual,First,17,1497,118,5,3.35
2013,49000,Petrol,Manual,First,18.6,1197,85.8,5,4.45
2019,77240,Diesel,Automatic,First,22.32,1582,126.32,5,8.31
2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7,6
2014,35000,Diesel,Manual,First,22.9,1248,74,5,5.25
2006,83072,Petrol,Manual,First,17,1086, ,5,1.4
2012,202082,Diesel,Automatic,First,17.68,1968,174.33,5,12.3
2004,129000,Petrol,Manual,Third,13.8,1299,70,5,1.5
2018,33558,Diesel,Manual,First,20.14,1498,88,5,8.12
2012,60271,Diesel,Manual,First,13.6,2523,63,7,6.12
2017,45366,Diesel,Manual,First,25.1,1498,98.6,5,10.88
2014,9500,Petrol,Manual,First,18.2,1199,82.5,5,3.5
2016,42362,Petrol,Manual,First,18.6,1197,81.83,5,6.15
2016,21000,Diesel,Automatic,First,17.05,1995,184,5,33
2012,15200,Diesel,Automatic,First,15.06,1995,177,5,13.5
2015,43690,Diesel,Automatic,First,12.55,2982,168.5,7,17.11
2014,79926,Diesel,Automatic,First,11.33,4134,335.2,7,29.77
2013,53073,Diesel,Manual,First,20.77,1248,88.76,7,5.95
2015,59000,Petrol,Manual,First,18.5,1197,80,5,5.75
2006,47088,Petrol,Automatic,Second,10.13,3498,364.9,5,19
2014,55000,Diesel,Manual,First,20.45,1461,83.8,5,4.75
2013,80430,Diesel,Manual,Second,17.21,1493,100,7,3.3
2013,71932,Diesel,Automatic,First,12.55,2982,168.5,7,16.5
2014,19000,Diesel,Automatic,First,15.97,2993,258,7,44
2011,81759,Diesel,Manual,First,19.3,1248,73.9,5,4.39
2018,52010,Diesel,Manual,First,25.2,1248,74,5,6.2
2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5,24.22
2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6,5.45
2016,10000,Diesel,Automatic,First,16.36,2179,187.7,5,44
2019,40674,Diesel,Automatic,First,11.36,2755,171.5,7,24.82
2015,50000,Diesel,Automatic,First,19.3,1968,141,5,11.69
2018,1331,Petrol,Automatic,First,14.28,1798,138.03,5,20
2010,60000,Petrol,Manual,First,19.7,796,35,8,1.45
2018,10003,Diesel,Automatic,First,17.9,2143,170,5,48.5
2016,25000,Diesel,Automatic,First,21.5,1498,108.5,5,9.45
2015,73000,Diesel,Manual,First,16,2179,140,7,12.5
2014,59962,Diesel,Manual,First,20.45,1461,83.8,5,6.9
2012,72000,Diesel,Manual,Second,22.32,1582,126.32,5,5.8
2016,20967,Diesel,Automatic,First,14.69,2993,258,5,44.56
2015,35000,Diesel,Manual,Second,15.4,2179,120,7,8.5
2017,38056,Diesel,Manual,First,23.9,1582,126.2,5,10.7
2009,94000,Diesel,Automatic,Second,12.07,2967,241.4,7,12
2010,64236,Petrol,Manual,First,14.7,1150,76,5,2.44
2000,124000,Diesel,Manual,First,13.6,2523,63,7,1.95
2014,7400,Petrol,Manual,First,19.1,1197,82,5,4.35
2017,52000,Diesel,Manual,First,13.68,2393,147.8,8,17.5
2015,68764,Petrol,Manual,First,21.1,814,55.2,5,2.9
2013,64000,Diesel,Manual,First,22.07,1199,73.9,5,2.9
2016,21558,Diesel,Manual,First,24.3,1248,88.5,5,8.9
2013,37500,Diesel,Automatic,First,18.88,1995,184,5,16.75
2016,14077,Petrol,Manual,First,21.1,814,55.2,5,3.95
2009,70000,Petrol,Manual,First,17,1497,118,5,2.1
2011,54316,Petrol,Manual,Second,12.8,2354,177.6,5,4.29
2009,90764,Diesel,Manual,First,14,2498,112,8,3.85
2009,137000,Diesel,Automatic,Second,13.2,1995,170,5,9
2013,127000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5
2016,51884,Diesel,Manual,First,16,2179,140,7,12.46
2014,67407,Diesel,Manual,First,21.27,1396,88.76,5,4.65
2014,107825,Diesel,Manual,First,13,2982,168.5,7,20.5
2006,82453,Diesel,Manual,First,13.6,2523,63,8,2.9
2007,30441,Petrol,Manual,First,15.9,1298,85,5,1.45
2002,70000,Petrol,Manual,Third,,1086, ,5,0.65
2016,11000,Diesel,Automatic,First,20.7,1496,113.98,5,29.5
2015,61000,Diesel,Automatic,First,15.73,1968,174.33,5,25
2013,48454,Petrol,Manual,Second,17,1197,80,5,3.5
2017,37000,Diesel,Manual,First,14.1,2179,154,7,11.25
2017,32249,Diesel,Manual,First,21.9,1498,98.6,7,10.79
2013,58000,Diesel,Manual,First,19.33,1968,138.03,5,5.9
2017,28360,Petrol,Manual,First,19.1,1197,81.86,5,5.12
2017,7000,Petrol,Manual,First,20.89,1197,81.8,5,5.7
2016,19658,Diesel,Automatic,First,18.12,1995,190,5,35.84
2007,92000,Petrol,Manual,First,13.8,1299,70,5,1.25
2013,25000,Petrol,Manual,First,20.36,1197,78.9,5,2.65
2016,37882,Diesel,Manual,First,22.32,1582,126.3,5,9.19
2014,69330,Diesel,Automatic,First,16.07,1995,181,5,23.5
2011,61000,Petrol,Automatic,First,12.3,1796,185,5,12.5
2010,35000,Petrol,Manual,Second,18.6,1199,79.4,5,1.5
2004,200000,Petrol,Manual,First,,1086, ,5,0.8
2009,82000,Diesel,Manual,Second,13.5,1405, ,5,0.75
2012,72450,Diesel,Manual,First,15.1,2179,140,7,8.1
2017,36381,Diesel,Manual,First,28.09,1248,88.5,5,9.75
2017,25559,Diesel,Automatic,First,19.71,2143,201.15,5,37.93
2005,100000,Petrol,Automatic,Third,16.4,1497,78,5,1.96
2015,94000,Diesel,Automatic,First,11.5,2982,169,7,20.5
2011,64357,Petrol,Manual,First,24.07,998,67.1,5,2.75
2017,10501,Petrol,Automatic,First,9.43,1999,237.4,5,75
2009,47000,Diesel,Manual,First,21.9,1396,90,5,2.8
2017,18000,Petrol,Automatic,First,16,1497,117.3,7,9.25
2007,89000,Petrol,Manual,First,13.4,1794,125,5,3
2014,49964,Diesel,Automatic,First,17.68,1968,174.33,5,23.89
2014,35000,Diesel,Manual,First,12.99,2494,100.6,7,12.75
2014,64000,Diesel,Manual,First,24,1120,70,5,4.15
2013,36000,Petrol,Automatic,First,14.8,1598,105,5,4.65
2012,78600,Diesel,Manual,First,12.8,2494,102,7,8.9
2008,170000,Diesel,Manual,Second,16.8,1493,110,5,1.5
2015,65000,Diesel,Manual,Second,23.2,1248,73.94,5,3.27
2008,120300,Diesel,Automatic,Second,12.07,2967,241.4,7,18
2016,21000,Petrol,Manual,First,18.6,1197,81.83,5,6.3
2017,18108,Diesel,Manual,First,24.3,1248,88.5,5,11.31
2014,58407,Petrol,Manual,First,17.4,1497,117.3,5,6.16
2014,49500,Petrol,Manual,First,20.73,1373,91.1,5,6
2013,37199,Petrol,Automatic,First,17.5,1498,99.6,5,5.43
2012,62000,Diesel,Manual,First,22.07,1199,73.9,5,4.65
2015,59000,Diesel,Manual,First,20.77,1248,88.8,7,7.5
2015,60000,Diesel,Manual,First,26.59,1248,74,5,6.25
2007,39037,Diesel,Automatic,First,14.84,2143,170,5,9.25
2013,17003,Petrol,Manual,First,19.4,1198,86.8,5,3.15
2008,80400,Petrol,Manual,First,16,1086,66.7,5,2.3
2012,75200,Diesel,Manual,First,22.32,1582,126.32,5,5.25
2017,41217,Diesel,Manual,First,28.09,1248,88.5,5,7.4
2006,98293,Petrol,Manual,Second,13.8,1299,70,5,1.55
2017,54000,Petrol,Manual,Second,16.2,1199,74,5,6
2016,17377,Petrol,Manual,First,18.7,1199,88.7,5,5.9
2013,33800,Diesel,Manual,Second,25.8,1498,98.6,5,4.7
2015,86157,Diesel,Manual,First,22.54,1396,88.73,5,6.5
2012,146824,Diesel,Manual,First,21.1,1248,73.9,5,3.55
2014,55000,Petrol,Manual,First,16.8,1497,116.3,5,7.1
2010,53293,Petrol,Manual,First,13.14,1798,160,5,6
2017,38000,Diesel,Manual,First,24.3,1248,88.5,5,7.99
2009,64000,Petrol,Manual,Second,17,1197,80,5,4.1
2017,25058,Petrol,Automatic,First,24.07,998,67.1,5,3.95
2016,36700,Petrol,Manual,First,21.1,814,55.2,5,4.38
2011,35000,Petrol,Manual,First,20.36,1197,78.9,5,2.75
2016,22732,Petrol,Automatic,First,18.1,3498,306,,55.54
2014,48000,Diesel,Automatic,First,18.53,1968,187.74,5,29
2013,62084,Diesel,Manual,First,22.77,1498,98.59,5,6.6
2012,39273,Diesel,Automatic,First,14.3,1968,140,5,6.99
2017,64798,Diesel,Manual,First,13.68,2393,147.8,7,18.75
2010,100002,Diesel,Manual,Third,20,1399,68,5,1.28
2006,78000,Petrol,Manual,Third,14.49,1399,92.7,5,1.2
2013,57717,Petrol,Manual,First,18.5,1197,85.8,5,4.31
2011,109000,Diesel,Automatic,First,12.39,2179,147.51,5,16.5
2017,74515,Petrol,Manual,First,18.9,1197,82,5,5.64
2017,50484,Diesel,Automatic,First,10.91,3198,197.2,7,31.12
2013,13452,Diesel,Automatic,First,12.8,1968,167.6,5,25.46
2017,37688,Petrol,Manual,First,17.01,1591,121.3,5,7.88
2017,34000,Diesel,Automatic,First,13,2143,204,5,36
2014,120000,Diesel,Automatic,First,,2987,165,5,30
2008,64000,Petrol,Manual,Second,17.5,1298,85.8,5,2.85
2011,100000,Petrol,Manual,First,13,1343,90,5,3.5
2014,75000,Diesel,Manual,First,20.46,1461,83.8,5,7.5
2012,86000,Diesel,Automatic,First,14.84,2143,170,5,19
2015,69000,Diesel,Automatic,First,15.97,2993,258,5,54
2015,41721,Petrol,Manual,First,19.1,1197,82,5,4.7
2017,13000,Petrol,Automatic,First,22,1197,81.8,5,8.5
2013,38998,Diesel,Automatic,First,16.07,1995,181,4,17
2017,54250,Petrol,Manual,First,22.74,796,47.3,5,3.51
2013,45979,Diesel,Automatic,Second,17.11,1968,174.33,5,19.5
2012,37000,Petrol,Automatic,Second,13.6,1598,181,4,17
2015,46983,Diesel,Automatic,Second,12.07,2967,241.4,7,43.35
2012,40700,Diesel,Manual,First,25.44,936,57.6,5,2.65
2015,43828,Petrol,Manual,First,20.51,998,67.04,5,3.52
2016,53000,Diesel,Manual,First,19.01,1461,108.5,5,6.25
2015,100000,Diesel,Automatic,First,18.88,1995,184,5,24.75
2015,19000,Petrol,Manual,First,20.85,1197,83.14,5,5.25
2016,84000,Diesel,Manual,First,17.72,1968,108.5,5,11
2018,37630,Petrol,Automatic,First,15.63,1499,110.4,5,9.1
2010,67714,Petrol,Manual,First,18.5,1197,80,5,3.25
2017,32000,Diesel,Manual,First,15,1248,88.5,5,8.5
2010,51000,Petrol,Manual,First,16.2,1599,103.2,5,3.1
2015,58390,Diesel,Automatic,First,18.88,1995,184,5,19.86
2017,14000,Diesel,Manual,First,24,1186,73.97,5,4.9
2014,55818,Petrol,Manual,Second,17.4,1497,117.3,5,5.7
2006,97800,Petrol,Manual,Third,16.1,,,,1.75
2012,52241,Diesel,Manual,First,25.2,1248,74,5,2.9
2018,25433,Diesel,Manual,First,27.39,1248,74,5,7.83
2015,40611,Diesel,Manual,First,14,2179,138.1,7,8.15
2008,72000,Petrol,Manual,Second,13.2,1495,94,5,2
2016,54631,Diesel,Manual,First,25.2,1248,74,5,6.25
2007,60000,Diesel,Manual,Second,17.8,1248, ,5,3.4
2016,24941,Petrol,Automatic,First,21.9,624,37.48,4,3.19
2017,63939,Diesel,Manual,First,25.47,1248,88.5,7,7.75
2014,35214,Petrol,Automatic,Second,23.1,998,67.04,5,3.2
2015,63000,Diesel,Manual,First,25.2,1248,74,5,4.9
2012,121377,Petrol,Manual,First,15.04,1598,103.6,5,3.8
2009,100970,Diesel,Automatic,First,15.5,1896,105,5,4
2014,60000,Diesel,Automatic,Second,20.7,1496,113.98,5,23.5
2008,77650,Diesel,Manual,First,17.2,1396,53.5,5,1.15
2007,71297,Petrol,Manual,First,17,1086, ,5,2.2
2008,55001,Diesel,Automatic,Second,,,,,26.5
2015,18955,Petrol,Automatic,First,18,1497,117.3,5,10.65
2016,47877,Diesel,Automatic,First,16.36,2179,187.7,5,35.68
2017,43368,Diesel,Automatic,First,15,2143,204,5,31.94
2011,73000,Diesel,Manual,Third,18.3,1991,147.9,5,4.2
2015,72007,Diesel,Manual,First,15.1,2179,140,7,9.9
2014,56778,Petrol,Automatic,First,11.74,1796,186,5,15.46
2018,20024,Petrol,Manual,First,18.2,1199,88.7,5,8.46
2013,42103,Petrol,Manual,First,16.78,1496,88.73,5,3.25
2012,67147,Petrol,Manual,First,19.7,796,46.3,5,2.6
2016,37806,Petrol,Manual,First,20.4,1197,81.8,5,5.2
2009,85000,Petrol,Manual,Third,19,998,66.1,5,1.8
2011,35000,Petrol,Manual,First,25.4,624,37.48,4,1.6
2015,72035,Diesel,Manual,First,25.5,1498,99,5,2.5
2011,48500,Petrol,Manual,First,16,1368,90,5,2.5
2017,28854,Petrol,Manual,First,18.16,1196,86.8,5,6.7
2005,92450,Petrol,Manual,First,15.4,1590,94,5,1.2
2016,14351,Diesel,Automatic,First,18.88,1995,184,5,35.55
2017,51087,Diesel,Manual,First,17.9,1998,163.7,5,7.75
2005,50000,Diesel,Manual,First,12.7,2609,116.6,8,1.94
2016,73000,Diesel,Manual,First,25,1396,69,5,2.2
2011,60000,Diesel,Automatic,First,18.1,1991,147.9,4,3.8
2016,50000,Diesel,Manual,First,12.8,2494,102,8,15.65
2018,36797,Diesel,Automatic,First,19.27,2143,167.62,5,39.47
2011,50000,Petrol,Manual,Second,18.5,1197,85.8,5,1.5
2013,94000,Diesel,Manual,First,12.8,2494,102,8,8.85
2013,74000,Diesel,Manual,Second,12.55,2982,168.5,7,17.9
2014,41016,Petrol,Automatic,Second,16.95,1197,78.9,5,5.08
2012,67000,Diesel,Manual,First,22.32,1582,126.32,5,6.25
2015,76927,Diesel,Automatic,First,15.73,1968,174.33,5,22.75
2010,17088,Petrol,Manual,First,18.6,1199,79.4,5,1.46
2007,112808,Diesel,Manual,Second,17.8,1399,68,5,2.05
2014,74980,Diesel,Manual,First,20,1399,68,5,4.08
2014,44600,Petrol,Automatic,First,23.1,998,67.04,5,4.55
2013,37000,Diesel,Automatic,First,20,2143,107.3,5,14
2016,21000,Petrol,Manual,First,15.8,1591,121.3,5,10.9
2010,81245,Petrol,Manual,First,18.9,998,67.1,5,2.45
2013,70000,Diesel,Automatic,First,10,2148,170,5,15.8
2017,4018,Petrol,Manual,First,18.88,1499,110.4,5,8.25
2013,70000,Diesel,Automatic,Second,13.73,1995,148,5,8.5
2016,56532,Diesel,Manual,First,16,2179,140,7,15.54
2013,26875,Petrol,Manual,First,16.8,796,34.2,8,2.35
2015,72599,Petrol,Manual,First,22.5,998,67.04,5,4.32
2008,205000,Diesel,Manual,Second,13.1,2499,141,7,3.9
2011,98000,Diesel,Manual,Second,22.32,1582,126.32,5,5.2
2018,19500,Petrol,Manual,First,18.6,1197,81.83,5,5.85
2013,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6.25
2019,19654,Diesel,Automatic,First,14,2179,155,7,17.63
2017,26000,Diesel,Manual,First,23.65,1248,88.5,5,9.75
2015,10000,Petrol,Automatic,First,18.1,3498,306,,55
2011,75020,Diesel,Manual,First,22.07,1199,73.9,5,4.1
2011,157000,Diesel,Manual,First,12.55,2982,168.5,7,11.99
2017,43773,Diesel,Manual,First,16,2179,140,7,13.54
2016,21000,Diesel,Automatic,First,17.9,2143,201.15,5,56
2016,23280,Petrol,Manual,First,18.7,1199,88.7,5,6.5
2013,88000,Diesel,Manual,First,23.4,1248,74,5,4.75
2014,67000,Petrol,Manual,First,17.01,1591,121.3,5,5.6
2017,59636,Diesel,Automatic,First,10.91,3198,197,7,29.2
2018,11000,Petrol,Manual,First,18.6,1197,81.83,5,6.35
2013,60669,Petrol,Manual,First,16.8,1497,116.3,5,4.95
2018,12000,Diesel,Manual,First,27.4,1498,98.6,5,8.5
2013,35000,Petrol,Manual,First,17.1,1591,121.3,5,4.5
2015,65000,Diesel,Manual,First,24.2,1498,98.6,7,5.5
2013,39929,Diesel,Manual,First,20.77,1248,88.8,7,6.56
2014,49000,Petrol,Manual,First,24.07,998,67.1,5,2.3
2004,77757,Diesel,Manual,Second,13.1,2446,75,,3.5
2016,21456,Petrol,Manual,First,20.36,1197,78.9,5,4.55
2009,74000,Diesel,Automatic,Second,17,1896,105,5,7.75
2015,37000,Petrol,Manual,Second,18.6,1197,81.83,5,5.25
2013,108640,Diesel,Automatic,First,11.5,2993,235,5,23.29
2016,38000,Diesel,Automatic,First,22.69,1995,190,5,23.99
2010,80000,Petrol,Manual,First,14.49,1399,92.7,5,1.79
2011,47000,Diesel,Automatic,Second,14.21,2143,203,5,13.9
2013,31000,Diesel,Automatic,First,17.68,1968,174.33,5,18.95
2014,40000,Petrol,Manual,First,20.51,998,67.04,5,2.49
